//CoDeSys Mapping Export V1.2
//Mapped variable;//Parameter name @ counter in device;//Unit;//Description;//IEC address;//Device name
//Important: change only first, third or fourth column in Excel or add variable name before first
;Bit0@3;;0x0018;%IX3.0;Modbus_TCP_Slave
;Bit1@3;;0x0019;%IX3.1;Modbus_TCP_Slave
;Bit2@3;;0x001A;%IX3.2;Modbus_TCP_Slave
;Bit3@3;;0x001B;%IX3.3;Modbus_TCP_Slave
;Bit4@3;;0x001C;%IX3.4;Modbus_TCP_Slave
;Bit5@3;;0x001D;%IX3.5;Modbus_TCP_Slave
;Bit6@3;;0x001E;%IX3.6;Modbus_TCP_Slave
;Bit7@3;;0x001F;%IX3.7;Modbus_TCP_Slave
;Channel 0[4];;Read Discrete Inputs;%IB4;Modbus_TCP_Slave
;Bit0@4;;0x0020;%IX4.0;Modbus_TCP_Slave
;Bit1@4;;0x0021;%IX4.1;Modbus_TCP_Slave
;Bit2@4;;0x0022;%IX4.2;Modbus_TCP_Slave
;Bit3@4;;0x0023;%IX4.3;Modbus_TCP_Slave
;Bit4@4;;0x0024;%IX4.4;Modbus_TCP_Slave
;Bit5@4;;0x0025;%IX4.5;Modbus_TCP_Slave
;Bit6@4;;0x0026;%IX4.6;Modbus_TCP_Slave
;Bit7@4;;0x0027;%IX4.7;Modbus_TCP_Slave
;Channel 0[5];;Read Discrete Inputs;%IB5;Modbus_TCP_Slave
;Bit0@5;;0x0028;%IX5.0;Modbus_TCP_Slave
;Bit1@5;;0x0029;%IX5.1;Modbus_TCP_Slave
;Bit2@5;;0x002A;%IX5.2;Modbus_TCP_Slave
;Bit3@5;;0x002B;%IX5.3;Modbus_TCP_Slave
;Bit4@5;;0x002C;%IX5.4;Modbus_TCP_Slave
;Bit5@5;;0x002D;%IX5.5;Modbus_TCP_Slave
;Bit6@5;;0x002E;%IX5.6;Modbus_TCP_Slave
;Bit7@5;;0x002F;%IX5.7;Modbus_TCP_Slave
;Channel 0[6];;Read Discrete Inputs;%IB6;Modbus_TCP_Slave
;Bit0@6;;0x0030;%IX6.0;Modbus_TCP_Slave
;Bit1@6;;0x0031;%IX6.1;Modbus_TCP_Slave
;Bit2@6;;0x0032;%IX6.2;Modbus_TCP_Slave
;Bit3@6;;0x0033;%IX6.3;Modbus_TCP_Slave
;Bit4@6;;0x0034;%IX6.4;Modbus_TCP_Slave
;Bit5@6;;0x0035;%IX6.5;Modbus_TCP_Slave
;Bit6@6;;0x0036;%IX6.6;Modbus_TCP_Slave
;Bit7@6;;0x0037;%IX6.7;Modbus_TCP_Slave
;Channel 0[7];;Read Discrete Inputs;%IB7;Modbus_TCP_Slave
;Bit0@7;;0x0038;%IX7.0;Modbus_TCP_Slave
;Bit1@7;;0x0039;%IX7.1;Modbus_TCP_Slave
;Bit2@7;;0x003A;%IX7.2;Modbus_TCP_Slave
;Bit3@7;;0x003B;%IX7.3;Modbus_TCP_Slave
;Bit4@7;;0x003C;%IX7.4;Modbus_TCP_Slave
;Bit5@7;;0x003D;%IX7.5;Modbus_TCP_Slave
;Bit6@7;;0x003E;%IX7.6;Modbus_TCP_Slave
;Bit7@7;;0x003F;%IX7.7;Modbus_TCP_Slave
;Channel 0[8];;Read Discrete Inputs;%IB8;Modbus_TCP_Slave
;Bit0@8;;0x0040;%IX8.0;Modbus_TCP_Slave
;Bit1@8;;0x0041;%IX8.1;Modbus_TCP_Slave
;Bit2@8;;0x0042;%IX8.2;Modbus_TCP_Slave
;Bit3@8;;0x0043;%IX8.3;Modbus_TCP_Slave
;Bit4@8;;0x0044;%IX8.4;Modbus_TCP_Slave
;Bit5@8;;0x0045;%IX8.5;Modbus_TCP_Slave
;Bit6@8;;0x0046;%IX8.6;Modbus_TCP_Slave
;Bit7@8;;0x0047;%IX8.7;Modbus_TCP_Slave
;Channel 0[9];;Read Discrete Inputs;%IB9;Modbus_TCP_Slave
;Bit0@9;;0x0048;%IX9.0;Modbus_TCP_Slave
;Bit1@9;;0x0049;%IX9.1;Modbus_TCP_Slave
;Bit2@9;;0x004A;%IX9.2;Modbus_TCP_Slave
;Bit3@9;;0x004B;%IX9.3;Modbus_TCP_Slave
;Bit4@9;;0x004C;%IX9.4;Modbus_TCP_Slave
;Bit5@9;;0x004D;%IX9.5;Modbus_TCP_Slave
;Bit6@9;;0x004E;%IX9.6;Modbus_TCP_Slave
;Bit7@9;;0x004F;%IX9.7;Modbus_TCP_Slave
;Channel 0[10];;Read Discrete Inputs;%IB10;Modbus_TCP_Slave
;Bit0@10;;0x0050;%IX10.0;Modbus_TCP_Slave
;Bit1@10;;0x0051;%IX10.1;Modbus_TCP_Slave
;Bit2@10;;0x0052;%IX10.2;Modbus_TCP_Slave
;Bit3@10;;0x0053;%IX10.3;Modbus_TCP_Slave
;Bit4@10;;0x0054;%IX10.4;Modbus_TCP_Slave
;Bit5@10;;0x0055;%IX10.5;Modbus_TCP_Slave
;Bit6@10;;0x0056;%IX10.6;Modbus_TCP_Slave
;Bit7@10;;0x0057;%IX10.7;Modbus_TCP_Slave
;Channel 0[11];;Read Discrete Inputs;%IB11;Modbus_TCP_Slave
;Bit0@11;;0x0058;%IX11.0;Modbus_TCP_Slave
;Bit1@11;;0x0059;%IX11.1;Modbus_TCP_Slave
;Bit2@11;;0x005A;%IX11.2;Modbus_TCP_Slave
;Bit3@11;;0x005B;%IX11.3;Modbus_TCP_Slave
;Bit4@11;;0x005C;%IX11.4;Modbus_TCP_Slave
;Bit5@11;;0x005D;%IX11.5;Modbus_TCP_Slave
;Bit6@11;;0x005E;%IX11.6;Modbus_TCP_Slave
;Bit7@11;;0x005F;%IX11.7;Modbus_TCP_Slave
;Channel 0[12];;Read Discrete Inputs;%IB12;Modbus_TCP_Slave
;Bit0@12;;0x0060;%IX12.0;Modbus_TCP_Slave
;Bit1@12;;0x0061;%IX12.1;Modbus_TCP_Slave
;Bit2@12;;0x0062;%IX12.2;Modbus_TCP_Slave
;Bit3@12;;0x0063;%IX12.3;Modbus_TCP_Slave
;Bit4@12;;Read Discrete Inputs;%IX12.4;Modbus_TCP_Slave
;Bit5@12;;Read Discrete Inputs;%IX12.5;Modbus_TCP_Slave
;Bit6@12;;Read Discrete Inputs;%IX12.6;Modbus_TCP_Slave
;Bit7@12;;Read Discrete Inputs;%IX12.7;Modbus_TCP_Slave
;Channel 1;;Read Discrete Inputs;%IB13;Modbus_TCP_Slave
;Channel 1[0];;Read Discrete Inputs;%IB13;Modbus_TCP_Slave
;Bit0@13;;0x0064;%IX13.0;Modbus_TCP_Slave
;Bit1@13;;0x0065;%IX13.1;Modbus_TCP_Slave
;Bit2@13;;0x0066;%IX13.2;Modbus_TCP_Slave
;Bit3@13;;0x0067;%IX13.3;Modbus_TCP_Slave
;Bit4@13;;0x0068;%IX13.4;Modbus_TCP_Slave
;Bit5@13;;0x0069;%IX13.5;Modbus_TCP_Slave
;Bit6@13;;0x006A;%IX13.6;Modbus_TCP_Slave
;Bit7@13;;0x006B;%IX13.7;Modbus_TCP_Slave
;Channel 1[1];;Read Discrete Inputs;%IB14;Modbus_TCP_Slave
;Bit0@14;;0x006C;%IX14.0;Modbus_TCP_Slave
;Bit1@14;;0x006D;%IX14.1;Modbus_TCP_Slave
;Bit2@14;;0x006E;%IX14.2;Modbus_TCP_Slave
;Bit3@14;;0x006F;%IX14.3;Modbus_TCP_Slave
;Bit4@14;;0x0070;%IX14.4;Modbus_TCP_Slave
;Bit5@14;;0x0071;%IX14.5;Modbus_TCP_Slave
;Bit6@14;;0x0072;%IX14.6;Modbus_TCP_Slave
;Bit7@14;;0x0073;%IX14.7;Modbus_TCP_Slave
;Channel 1[2];;Read Discrete Inputs;%IB15;Modbus_TCP_Slave
;Bit0@15;;0x0074;%IX15.0;Modbus_TCP_Slave
;Bit1@15;;0x0075;%IX15.1;Modbus_TCP_Slave
;Bit2@15;;0x0076;%IX15.2;Modbus_TCP_Slave
;Bit3@15;;0x0077;%IX15.3;Modbus_TCP_Slave
;Bit4@15;;0x0078;%IX15.4;Modbus_TCP_Slave
;Bit5@15;;0x0079;%IX15.5;Modbus_TCP_Slave
;Bit6@15;;0x007A;%IX15.6;Modbus_TCP_Slave
;Bit7@15;;0x007B;%IX15.7;Modbus_TCP_Slave
;Channel 1[3];;Read Discrete Inputs;%IB16;Modbus_TCP_Slave
;Bit0@16;;0x007C;%IX16.0;Modbus_TCP_Slave
;Bit1@16;;0x007D;%IX16.1;Modbus_TCP_Slave
;Bit2@16;;0x007E;%IX16.2;Modbus_TCP_Slave
;Bit3@16;;0x007F;%IX16.3;Modbus_TCP_Slave
;Bit4@16;;0x0080;%IX16.4;Modbus_TCP_Slave
;Bit5@16;;0x0081;%IX16.5;Modbus_TCP_Slave
;Bit6@16;;0x0082;%IX16.6;Modbus_TCP_Slave
;Bit7@16;;Read Discrete Inputs;%IX16.7;Modbus_TCP_Slave
;Channel 2;;Write Multiple Coils;%QB0;Modbus_TCP_Slave
;Channel 2[0];;Write Multiple Coils;%QB0;Modbus_TCP_Slave
Cin1_m;Bit0@17;;0x0000;%QX0.0;Modbus_TCP_Slave
;Bit1@17;;0x0001;%QX0.1;Modbus_TCP_Slave
;Bit2@17;;0x0002;%QX0.2;Modbus_TCP_Slave
;Bit3@17;;0x0003;%QX0.3;Modbus_TCP_Slave
;Bit4@17;;0x0004;%QX0.4;Modbus_TCP_Slave
;Bit5@17;;0x0005;%QX0.5;Modbus_TCP_Slave
;Bit6@17;;0x0006;%QX0.6;Modbus_TCP_Slave
;Bit7@17;;0x0007;%QX0.7;Modbus_TCP_Slave
;Channel 2[1];;Write Multiple Coils;%QB1;Modbus_TCP_Slave
;Bit0@18;;0x0008;%QX1.0;Modbus_TCP_Slave
;Bit1@18;;0x0009;%QX1.1;Modbus_TCP_Slave
;Bit2@18;;0x000A;%QX1.2;Modbus_TCP_Slave
;Bit3@18;;0x000B;%QX1.3;Modbus_TCP_Slave
;Bit4@18;;0x000C;%QX1.4;Modbus_TCP_Slave
;Bit5@18;;0x000D;%QX1.5;Modbus_TCP_Slave
;Bit6@18;;0x000E;%QX1.6;Modbus_TCP_Slave
;Bit7@18;;0x000F;%QX1.7;Modbus_TCP_Slave
;Channel 2[2];;Write Multiple Coils;%QB2;Modbus_TCP_Slave
;Bit0@19;;0x0010;%QX2.0;Modbus_TCP_Slave
;Bit1@19;;0x0011;%QX2.1;Modbus_TCP_Slave
;Bit2@19;;0x0012;%QX2.2;Modbus_TCP_Slave
;Bit3@19;;0x0013;%QX2.3;Modbus_TCP_Slave
;Bit4@19;;0x0014;%QX2.4;Modbus_TCP_Slave
;Bit5@19;;0x0015;%QX2.5;Modbus_TCP_Slave
;Bit6@19;;0x0016;%QX2.6;Modbus_TCP_Slave
;Bit7@19;;0x0017;%QX2.7;Modbus_TCP_Slave
;Channel 2[3];;Write Multiple Coils;%QB3;Modbus_TCP_Slave
;Bit0@20;;0x0018;%QX3.0;Modbus_TCP_Slave
;Bit1@20;;0x0019;%QX3.1;Modbus_TCP_Slave
;Bit2@20;;0x001A;%QX3.2;Modbus_TCP_Slave
;Bit3@20;;0x001B;%QX3.3;Modbus_TCP_Slave
;Bit4@20;;0x001C;%QX3.4;Modbus_TCP_Slave
;Bit5@20;;0x001D;%QX3.5;Modbus_TCP_Slave
;Bit6@20;;0x001E;%QX3.6;Modbus_TCP_Slave
;Bit7@20;;0x001F;%QX3.7;Modbus_TCP_Slave
;Channel 2[4];;Write Multiple Coils;%QB4;Modbus_TCP_Slave
;Bit0@21;;0x0020;%QX4.0;Modbus_TCP_Slave
;Bit1@21;;0x0021;%QX4.1;Modbus_TCP_Slave
;Bit2@21;;0x0022;%QX4.2;Modbus_TCP_Slave
;Bit3@21;;0x0023;%QX4.3;Modbus_TCP_Slave
;Bit4@21;;0x0024;%QX4.4;Modbus_TCP_Slave
;Bit5@21;;0x0025;%QX4.5;Modbus_TCP_Slave
;Bit6@21;;0x0026;%QX4.6;Modbus_TCP_Slave
;Bit7@21;;0x0027;%QX4.7;Modbus_TCP_Slave
;Channel 2[5];;Write Multiple Coils;%QB5;Modbus_TCP_Slave
;Bit0@22;;0x0028;%QX5.0;Modbus_TCP_Slave
;Bit1@22;;0x0029;%QX5.1;Modbus_TCP_Slave
;Bit2@22;;0x002A;%QX5.2;Modbus_TCP_Slave
;Bit3@22;;0x002B;%QX5.3;Modbus_TCP_Slave
;Bit4@22;;0x002C;%QX5.4;Modbus_TCP_Slave
;Bit5@22;;0x002D;%QX5.5;Modbus_TCP_Slave
;Bit6@22;;0x002E;%QX5.6;Modbus_TCP_Slave
;Bit7@22;;0x002F;%QX5.7;Modbus_TCP_Slave
;Channel 2[6];;Write Multiple Coils;%QB6;Modbus_TCP_Slave
;Bit0@23;;0x0030;%QX6.0;Modbus_TCP_Slave
;Bit1@23;;0x0031;%QX6.1;Modbus_TCP_Slave
;Bit2@23;;0x0032;%QX6.2;Modbus_TCP_Slave
;Bit3@23;;0x0033;%QX6.3;Modbus_TCP_Slave
;Bit4@23;;0x0034;%QX6.4;Modbus_TCP_Slave
;Bit5@23;;0x0035;%QX6.5;Modbus_TCP_Slave
;Bit6@23;;0x0036;%QX6.6;Modbus_TCP_Slave
;Bit7@23;;0x0037;%QX6.7;Modbus_TCP_Slave
;Channel 2[7];;Write Multiple Coils;%QB7;Modbus_TCP_Slave
;Bit0@24;;0x0038;%QX7.0;Modbus_TCP_Slave
;Bit1@24;;0x0039;%QX7.1;Modbus_TCP_Slave
;Bit2@24;;0x003A;%QX7.2;Modbus_TCP_Slave
;Bit3@24;;0x003B;%QX7.3;Modbus_TCP_Slave
;Bit4@24;;0x003C;%QX7.4;Modbus_TCP_Slave
;Bit5@24;;0x003D;%QX7.5;Modbus_TCP_Slave
;Bit6@24;;0x003E;%QX7.6;Modbus_TCP_Slave
;Bit7@24;;0x003F;%QX7.7;Modbus_TCP_Slave
;Channel 2[8];;Write Multiple Coils;%QB8;Modbus_TCP_Slave
;Bit0@25;;0x0040;%QX8.0;Modbus_TCP_Slave
;Bit1@25;;0x0041;%QX8.1;Modbus_TCP_Slave
;Bit2@25;;0x0042;%QX8.2;Modbus_TCP_Slave
;Bit3@25;;0x0043;%QX8.3;Modbus_TCP_Slave
;Bit4@25;;0x0044;%QX8.4;Modbus_TCP_Slave
;Bit5@25;;0x0045;%QX8.5;Modbus_TCP_Slave
;Bit6@25;;0x0046;%QX8.6;Modbus_TCP_Slave
;Bit7@25;;0x0047;%QX8.7;Modbus_TCP_Slave
;Channel 2[9];;Write Multiple Coils;%QB9;Modbus_TCP_Slave
;Bit0@26;;0x0048;%QX9.0;Modbus_TCP_Slave
;Bit1@26;;0x0049;%QX9.1;Modbus_TCP_Slave
;Bit2@26;;0x004A;%QX9.2;Modbus_TCP_Slave
;Bit3@26;;0x004B;%QX9.3;Modbus_TCP_Slave
;Bit4@26;;0x004C;%QX9.4;Modbus_TCP_Slave
;Bit5@26;;0x004D;%QX9.5;Modbus_TCP_Slave
;Bit6@26;;0x004E;%QX9.6;Modbus_TCP_Slave
;Bit7@26;;0x004F;%QX9.7;Modbus_TCP_Slave
;Channel 2[10];;Write Multiple Coils;%QB10;Modbus_TCP_Slave
;Bit0@27;;0x0050;%QX10.0;Modbus_TCP_Slave
;Bit1@27;;0x0051;%QX10.1;Modbus_TCP_Slave
;Bit2@27;;0x0052;%QX10.2;Modbus_TCP_Slave
;Bit3@27;;0x0053;%QX10.3;Modbus_TCP_Slave
;Bit4@27;;0x0054;%QX10.4;Modbus_TCP_Slave
;Bit5@27;;0x0055;%QX10.5;Modbus_TCP_Slave
;Bit6@27;;0x0056;%QX10.6;Modbus_TCP_Slave
;Bit7@27;;0x0057;%QX10.7;Modbus_TCP_Slave
;Channel 2[11];;Write Multiple Coils;%QB11;Modbus_TCP_Slave
;Bit0@28;;0x0058;%QX11.0;Modbus_TCP_Slave
;Bit1@28;;0x0059;%QX11.1;Modbus_TCP_Slave
;Bit2@28;;0x005A;%QX11.2;Modbus_TCP_Slave
;Bit3@28;;0x005B;%QX11.3;Modbus_TCP_Slave
;Bit4@28;;0x005C;%QX11.4;Modbus_TCP_Slave
;Bit5@28;;0x005D;%QX11.5;Modbus_TCP_Slave
;Bit6@28;;0x005E;%QX11.6;Modbus_TCP_Slave
;Bit7@28;;0x005F;%QX11.7;Modbus_TCP_Slave
;Channel 2[12];;Write Multiple Coils;%QB12;Modbus_TCP_Slave
;Bit0@29;;0x0060;%QX12.0;Modbus_TCP_Slave
;Bit1@29;;0x0061;%QX12.1;Modbus_TCP_Slave
;Bit2@29;;0x0062;%QX12.2;Modbus_TCP_Slave
;Bit3@29;;0x0063;%QX12.3;Modbus_TCP_Slave
;Bit4@29;;Write Multiple Coils;%QX12.4;Modbus_TCP_Slave
;Bit5@29;;Write Multiple Coils;%QX12.5;Modbus_TCP_Slave
;Bit6@29;;Write Multiple Coils;%QX12.6;Modbus_TCP_Slave
;Bit7@29;;Write Multiple Coils;%QX12.7;Modbus_TCP_Slave
;Channel 3;;Write Multiple Coils;%QB13;Modbus_TCP_Slave
;Channel 3[0];;Write Multiple Coils;%QB13;Modbus_TCP_Slave
;Bit0@30;;0x0064;%QX13.0;Modbus_TCP_Slave
;Bit1@30;;0x0065;%QX13.1;Modbus_TCP_Slave
;Bit2@30;;0x0066;%QX13.2;Modbus_TCP_Slave
;Bit3@30;;0x0067;%QX13.3;Modbus_TCP_Slave
;Bit4@30;;0x0068;%QX13.4;Modbus_TCP_Slave
;Bit5@30;;0x0069;%QX13.5;Modbus_TCP_Slave
;Bit6@30;;0x006A;%QX13.6;Modbus_TCP_Slave
;Bit7@30;;0x006B;%QX13.7;Modbus_TCP_Slave
;Channel 3[1];;Write Multiple Coils;%QB14;Modbus_TCP_Slave
;Bit0@31;;0x006C;%QX14.0;Modbus_TCP_Slave
;Bit1@31;;0x006D;%QX14.1;Modbus_TCP_Slave
;Bit2@31;;0x006E;%QX14.2;Modbus_TCP_Slave
;Bit3@31;;0x006F;%QX14.3;Modbus_TCP_Slave
;Bit4@31;;0x0070;%QX14.4;Modbus_TCP_Slave
;Bit5@31;;0x0071;%QX14.5;Modbus_TCP_Slave
;Bit6@31;;0x0072;%QX14.6;Modbus_TCP_Slave
;Bit7@31;;0x0073;%QX14.7;Modbus_TCP_Slave
;Channel 3[2];;Write Multiple Coils;%QB15;Modbus_TCP_Slave
;Bit0@32;;0x0074;%QX15.0;Modbus_TCP_Slave
;Bit1@32;;0x0075;%QX15.1;Modbus_TCP_Slave
;Bit2@32;;0x0076;%QX15.2;Modbus_TCP_Slave
;Bit3@32;;0x0077;%QX15.3;Modbus_TCP_Slave
;Bit4@32;;0x0078;%QX15.4;Modbus_TCP_Slave
;Bit5@32;;0x0079;%QX15.5;Modbus_TCP_Slave
;Bit6@32;;0x007A;%QX15.6;Modbus_TCP_Slave
;Bit7@32;;0x007B;%QX15.7;Modbus_TCP_Slave
;Channel 3[3];;Write Multiple Coils;%QB16;Modbus_TCP_Slave
;Bit0@33;;0x007C;%QX16.0;Modbus_TCP_Slave
;Bit1@33;;0x007D;%QX16.1;Modbus_TCP_Slave
;Bit2@33;;0x007E;%QX16.2;Modbus_TCP_Slave
;Bit3@33;;0x007F;%QX16.3;Modbus_TCP_Slave
;Bit4@33;;0x0080;%QX16.4;Modbus_TCP_Slave
;Bit5@33;;0x0081;%QX16.5;Modbus_TCP_Slave
;Bit6@33;;0x0082;%QX16.6;Modbus_TCP_Slave
;Bit7@33;;0x0083;%QX16.7;Modbus_TCP_Slave
;Channel 3[4];;Write Multiple Coils;%QB17;Modbus_TCP_Slave
;Bit0@34;;0x0084;%QX17.0;Modbus_TCP_Slave
;Bit1@34;;0x0085;%QX17.1;Modbus_TCP_Slave
;Bit2@34;;0x0086;%QX17.2;Modbus_TCP_Slave
;Bit3@34;;0x0087;%QX17.3;Modbus_TCP_Slave
;Bit4@34;;0x0088;%QX17.4;Modbus_TCP_Slave
;Bit5@34;;0x0089;%QX17.5;Modbus_TCP_Slave
;Bit6@34;;0x008A;%QX17.6;Modbus_TCP_Slave
;Bit7@34;;0x008B;%QX17.7;Modbus_TCP_Slave
;Channel 3[5];;Write Multiple Coils;%QB18;Modbus_TCP_Slave
;Bit0@35;;0x008C;%QX18.0;Modbus_TCP_Slave
;Bit1@35;;0x008D;%QX18.1;Modbus_TCP_Slave
;Bit2@35;;0x008E;%QX18.2;Modbus_TCP_Slave
;Bit3@35;;0x008F;%QX18.3;Modbus_TCP_Slave
;Bit4@35;;0x0090;%QX18.4;Modbus_TCP_Slave
;Bit5@35;;0x0091;%QX18.5;Modbus_TCP_Slave
;Bit6@35;;0x0092;%QX18.6;Modbus_TCP_Slave
;Bit7@35;;0x0093;%QX18.7;Modbus_TCP_Slave
;Channel 3[6];;Write Multiple Coils;%QB19;Modbus_TCP_Slave
;Bit0@36;;0x0094;%QX19.0;Modbus_TCP_Slave
;Bit1@36;;0x0095;%QX19.1;Modbus_TCP_Slave
;Bit2@36;;0x0096;%QX19.2;Modbus_TCP_Slave
;Bit3@36;;0x0097;%QX19.3;Modbus_TCP_Slave
;Bit4@36;;0x0098;%QX19.4;Modbus_TCP_Slave
;Bit5@36;;0x0099;%QX19.5;Modbus_TCP_Slave
;Bit6@36;;0x009A;%QX19.6;Modbus_TCP_Slave
;Bit7@36;;0x009B;%QX19.7;Modbus_TCP_Slave
;Channel 3[7];;Write Multiple Coils;%QB20;Modbus_TCP_Slave
;Bit0@37;;0x009C;%QX20.0;Modbus_TCP_Slave
;Bit1@37;;0x009D;%QX20.1;Modbus_TCP_Slave
;Bit2@37;;0x009E;%QX20.2;Modbus_TCP_Slave
;Bit3@37;;0x009F;%QX20.3;Modbus_TCP_Slave
;Bit4@37;;0x00A0;%QX20.4;Modbus_TCP_Slave
;Bit5@37;;0x00A1;%QX20.5;Modbus_TCP_Slave
;Bit6@37;;0x00A2;%QX20.6;Modbus_TCP_Slave
;Bit7@37;;0x00A3;%QX20.7;Modbus_TCP_Slave
;Channel 3[8];;Write Multiple Coils;%QB21;Modbus_TCP_Slave
;Bit0@38;;0x00A4;%QX21.0;Modbus_TCP_Slave
;Bit1@38;;0x00A5;%QX21.1;Modbus_TCP_Slave
;Bit2@38;;0x00A6;%QX21.2;Modbus_TCP_Slave
;Bit3@38;;0x00A7;%QX21.3;Modbus_TCP_Slave
;Bit4@38;;0x00A8;%QX21.4;Modbus_TCP_Slave
;Bit5@38;;0x00A9;%QX21.5;Modbus_TCP_Slave
;Bit6@38;;0x00AA;%QX21.6;Modbus_TCP_Slave
;Bit7@38;;0x00AB;%QX21.7;Modbus_TCP_Slave
;Channel 3[9];;Write Multiple Coils;%QB22;Modbus_TCP_Slave
;Bit0@39;;0x00AC;%QX22.0;Modbus_TCP_Slave
;Bit1@39;;0x00AD;%QX22.1;Modbus_TCP_Slave
;Bit2@39;;0x00AE;%QX22.2;Modbus_TCP_Slave
;Bit3@39;;0x00AF;%QX22.3;Modbus_TCP_Slave
;Bit4@39;;0x00B0;%QX22.4;Modbus_TCP_Slave
;Bit5@39;;0x00B1;%QX22.5;Modbus_TCP_Slave
;Bit6@39;;0x00B2;%QX22.6;Modbus_TCP_Slave
;Bit7@39;;0x00B3;%QX22.7;Modbus_TCP_Slave
;Channel 3[10];;Write Multiple Coils;%QB23;Modbus_TCP_Slave
;Bit0@40;;0x00B4;%QX23.0;Modbus_TCP_Slave
;Bit1@40;;0x00B5;%QX23.1;Modbus_TCP_Slave
;Bit2@40;;0x00B6;%QX23.2;Modbus_TCP_Slave
;Bit3@40;;0x00B7;%QX23.3;Modbus_TCP_Slave
;Bit4@40;;0x00B8;%QX23.4;Modbus_TCP_Slave
;Bit5@40;;0x00B9;%QX23.5;Modbus_TCP_Slave
;Bit6@40;;0x00BA;%QX23.6;Modbus_TCP_Slave
;Bit7@40;;0x00BB;%QX23.7;Modbus_TCP_Slave
;Channel 3[11];;Write Multiple Coils;%QB24;Modbus_TCP_Slave
;Bit0@41;;0x00BC;%QX24.0;Modbus_TCP_Slave
;Bit1@41;;0x00BD;%QX24.1;Modbus_TCP_Slave
;Bit2@41;;0x00BE;%QX24.2;Modbus_TCP_Slave
;Bit3@41;;0x00BF;%QX24.3;Modbus_TCP_Slave
;Bit4@41;;0x00C0;%QX24.4;Modbus_TCP_Slave
;Bit5@41;;0x00C1;%QX24.5;Modbus_TCP_Slave
;Bit6@41;;0x00C2;%QX24.6;Modbus_TCP_Slave
;Bit7@41;;0x00C3;%QX24.7;Modbus_TCP_Slave
;Channel 3[12];;Write Multiple Coils;%QB25;Modbus_TCP_Slave
;Bit0@42;;0x00C4;%QX25.0;Modbus_TCP_Slave
;Bit1@42;;Write Multiple Coils;%QX25.1;Modbus_TCP_Slave
;Bit2@42;;Write Multiple Coils;%QX25.2;Modbus_TCP_Slave
;Bit3@42;;Write Multiple Coils;%QX25.3;Modbus_TCP_Slave
;Bit4@42;;Write Multiple Coils;%QX25.4;Modbus_TCP_Slave
;Bit5@42;;Write Multiple Coils;%QX25.5;Modbus_TCP_Slave
;Bit6@42;;Write Multiple Coils;%QX25.6;Modbus_TCP_Slave
;Bit7@42;;Write Multiple Coils;%QX25.7;Modbus_TCP_Slave
;Channel 4;;Write Multiple Registers;%QW13;Modbus_TCP_Slave
;Channel 4[0];;0x0000;%QW13;Modbus_TCP_Slave
;Bit0@43;;;%QX26.0;Modbus_TCP_Slave
;Bit1@43;;;%QX26.1;Modbus_TCP_Slave
;Bit2@43;;;%QX26.2;Modbus_TCP_Slave
;Bit3@43;;;%QX26.3;Modbus_TCP_Slave
